Comment Head	Comment Body	Comment Rating
 Amazing movie	I've seen this movie several times because it inspires me.	10
 ...	One of the best adaptations of some King's. The film is one of the trademarks of the 90's and is on the list of my favorite films because of acting, acting, choosing actors and everything else.	10
 Musharr	Musharr, the only word you can use about this film and fiction. I saw Jondin once, and I could not see any flaws or mistakes in the movie. Definitely the film of Shoshrooz is one of the best films in the world. If the movie was high, I could say that the best film in the world is in terms of impact on the viewer.	9
 What a movie!!!!	Oh dear, one of the finest movies that I have ever seen!The story of hope, belief, friendship and never giving up!!	10
 good job	I very like watching to movie. old movie and i always watch	10
 The Shawshank Redemption	This movie really deserves to be the first on IMDB's list of 250 Top rated movies. Everybody should see it at least once in their life. My sincere recommendetion.	10
 Confident and compelling movie!	Ast and crew have done a full and fantastic job. The continuity and confidence in the story is remarkable. The idea behind the nature of the human behaviour and comprehension of its depth is clearly visible throughout the scenes.	10
 Good movie, but best movie?		8
 GREAT Movie	I Have Seen this movie 3 times and each time i enjoyed it ! it's Awesome!	10
 Hope.	A good movie about hope that shows the persistence of a falsely accused man. Tim Robbins does a good job at Andy Dufresne, but I think that without Morgan Freeman as Red (Ellis Boyd Redding), this movie would not be the same. I read the book, novella, whatever you want to call it, and it was different for the better, and there are multiple inside jokes/references to the book. The imagination of Stephen King formed into a movie that is hard to find something as good. A great movie about Hope.	10
 Best of	"Why do I want to write the 234th comment on The Shawshank Redemption? I am not sure - almost everything that could be possibly said about it has been said. But like so many other people who wrote comments, I was and am profoundly moved by this simple and eloquent depiction of hope and friendship and redemption.The only other movie I have ever seen that effects me as strongly is To Kill a Mockingbird. Both movies leave me feeling cleaner for having watched them.I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, ""Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better."" At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made. They may have the best technique or be the most influential motion pictures ever made, but not the best. The best movies are ones that touch the soul. It takes a movie like The Shawshank Redemption to touch the soul."	10
 Great!	Great movie about an escape from Shawshank prison.	10
 Im really cant believe with this film, unexpected	I has seen many film alr, but this one is the real movie with unexpected ending.Awesome	9
 You have to see this movie.	This was one hell of a movie . I mean really it got everything you need in a movie whether it thrill,drama,crime ,'prison escape' .Except for that one part about how andy knew about a pipeline after the wall.	10
 Amazing Movie!	This is one of the best mind changing and super conceptual movies seen so far! A big thumbs up for the makers of this amazing The Shawshank Redemption!	9
 My favourite movie	One of my absolute favourites. So thrilling movie. The actors are great and i think the worst part of the movies story is that the murderer doesn't get locked up.	10
 Great movie	A very good movie, but not the best :) Check out spanish movies, you will be amazed.	10
 Extraordinary	From a purely emotional standpoint, this is quite simply the best film ever made; epic in scope, travelling as it does over many decades of our hero's lives, it does not disappoint in any area.The two films I return to again and again are this and Blade Runner, and despite their obvious differences, both films share many characteristics: sweeping score, wildly atmospheric, fantastic individual performances and both have aged beautifully.A resounding, joyful, 10 out of 10 to this phenomenal film.	10
 An ok movie	I remember this. I just forgot about the whole thing. I watched last night and forgot how good this movie was. Well done!	
 Hope	Its a masterpiece. never miss this film. The film make me believe about hope a thing more often people ignore, but it is very much useful in real life and facing real life problems.	10
 best	Very good and funny i love this movieactors is stars movie	10
 this movie is realy the best	When i saw this... my mind was full of hopei realy love this moviethe actors are so good	10
 Unforgettable	This movie is a must watch because of directing, acting and an excellent script. Morgan Freeman is the star of the movie. He played the best role of his professional life in Shawshank redemption.	9
 The meaning of the freedom	Never stop watching this movie every time they show it	10
 LOVE IT	Based on Stephen kings 'Rita Hayworth and the Shawshank Redemption' this movie is a modern masterpiece that I could not recommend more, upon watching it just once it has instantly become one of my favourites. Touching and heartbreaking at times, yet at others disturbing. A grim look on the lives of the prisoners. The characters leave you attached to their individual personalities each creating a sense of sympathy from the viewer. Characters such as Brooks, an old man who looks after a wounded bird within the prison, truly shine and their individual stories leave you feeling as they feel. Brilliantly directed with touching themes such as hope, friendship and humanity within prisons makes this film truly worth the hype. Could not reccomend more. Closest thing to cinematic perfection and story telling that I have come across.	9
" ""The Shawshank redemption"" Review"	The Villain in this movie played by Bob Gunton inst just the Villain because hes the warden and the protagonist is an inmate, but because of his despicable actions that make him one of the greatest villains in all of cinematic history.Tim Robbins and Morgan Freeman give excellent performances as Andy Dufresne and Ellis Boyd Redding respectively.Time in this movie is portrayed expertly by Morgan freeman's character getting parole every 10 years and the tired expression on his face just shows.frank darabont's direction goes a hell of a long way with the direction of brooks character played marvelously by James Whitmore shows what time and captivity can do to a man it's very unsettling to think about.the scenes with Andy and the sisters and the one where Andy is in the hole just feel so real.this is one of the best movies ever made and also a personal favorite of mine.	10
 The movie must watch before die	I don't know how to express my love. What incredible movie I've seen ever. Hope is a wonderful thing, maybe best thing for lives. Never give up. Nothing is impossible if hopes is alive.	10
 pretty awesome	It's really a amazing movie 🍿 most good ratings & rating worths ! keep watching and really a must watch movie it is .	9
 a wisdom sentences	It had very attractive thoughts, wisdom sentences, and new way of thinking...i like it very much....	9
 Reviewing A Morgan Freeman Movie	"In My Opinion, the movie teaches a great lesson about friendship and survival when two people in jail together are able to endure their hardship and become friends in the process. This is a great movie to help me discover what it means to be ""human""."	7
 A perfect movie.	This movie is perfect in everything that it does and is at this time my favourite movie. I would recommend it to everybody.	10
 One of the greatest films ive ever seen	One of the most emotional films i have ever watched. From the escape to the tool in the book to a certain old man commiting suicide, the movie had me captivated and was a rollercoaster of feelings. Its easily one of the greatest pieces of movie artwork ive ever seen and there are only a handful of other movies that come close to shawshank. Morgan freeman,James whitmore and Tim Robbins carried this to greatness.	10
 One of My Most Favorite Movie	One of the best movie ever made. Can Call it a masterpiece. Just awesome. Movie making, Storytelling, Cinematography, Sound mixing and music all of them are too good. I like it so much. These kinds of movie give us the appreciation to watch more movie.Quality movie.	10
 Review	This was really good, would recommend..................................................................	9
 What a film	No need for a review. Just watch the movie if you haven't already!	10
 Best movie forever	Off course Greatest movie all the time.this is world top ten movies.	10
 very nice	The shawshank very nice and this movie a shortly man, maybe lelah ....	10
 A really epic movie	This movie is containing the real epic sessions and parts of life. It shows you to the sad life of a good man.	10
 Amusing Movie	I saw this movie when I was young and I am writing this review almost after 10 years watching that. Still I can remember the screenplay and the patience of the mastermind which succeed in the end. Very good plot and acting of the main actor as well should be praised without doubt. Though the movie is little bit lengthy comparing with the movies nowadays but I hope someone will not get bored while watching it. A 'must watch' movie.	9
 Slow at Start but best ending and good lessons	Movie is a bit slow at start but takes turn at the end. This movie has some greatest lessons for life	9
 It's a great movie!	Good story and cinematography, I watch it several times and every time I discover new things.	9
 when i was a little boy	I Believe In Justice delayed is justice denied,Now i glad i still trust that.	
 verrryyy goooood movie i love it	"I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, ""Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better."" At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other."	8
 one of the finest movies	This movie is one of the finest movies produced ,the storytelling is really appealing.	9
 Unforgettable	Love this movie. Great story, great actors, Shawshank Redemption has been in my top 5 favorite movies of all (my time), a long with The Green Mile. Never get tired of Shawshank.	10
 Simply the best movie ever!!!!!!	The first words that I said as I walked out of the movie was this was I believe this was the best film I have ever seen. My wife friend and I had seen hundreds of movies preceding this in the '70's, '80's, and 90's.	10
 What more can I say?	Probably one of the best movies I've seen. Everything I could possibly say has been said but definitely a blueprint on jail scenes...	9
 it's a F masterpiece	No words can describe this movie , 1994 looks so close , when i rewatch this movie i feel like it's my first time	10
 A beautifully crafted Masterpiece	This movie is not made this is crafted and it is so much beautifully crafted that you feel mesmerising after seeing it. Entire movie will keep you spellbound. There is no doubt why the movie tops the chart in IMDb. For me this is one of the best movie I have ever seen. Beauty redefined.	10
 If you don't love this movie you are broken	"One of the finest films ever made. This jockeys for 1st or 2nd in my all time list, depending on when I'm asked. This movie is a thoughtful, poignant and brutally honest examination of the human experience in the face of extreme adversity.The overall theme boils down to ""Don't give up hope"" and that the evidence of that hope is the focusing of one's will into a sheer, unstoppable weapon for change. Andy is a wonderfully rounded out and active protagonist who you root for even before you know him well.This movie has been played repeatedly on cable, but do yourself a favor and watch the unedited version. Bring tissue in case dirt gets in your eye."	10
 A powerful drama	A powerful drama that reminds us that hope is a precious and buoyant emotion that can give our lives substance and meaning.Many of the most powerful stories are the soulful ones that teach us not to despair, not to be swamped by sorrow. They remind us that hope is a precious and buoyant emotion which can give our lives substance and meaning. Writer and director Frank Darabont draws out strong and intense performances from Morgan Freeman and Tim Robbins as soulmates who support each other while doing hard time. Red sees hope as a dangerous thing that can drive a man insane, but Andy believes it is fuel that keeps one going against all odds. The Shawshank Redemption is a jubilant tribute to hope as an essential quality of soul	9
 Good feeling movie	It is a simple film, good feeling, mind blowing and satisfied.Must watch	9
 !!!!!	"Why do I want to write the 234th comment on The Shawshank Redemption? I am not sure - almost everything that could be possibly said about it has been said. But like so many other people who wrote comments, I was and am profoundly moved by this simple and eloquent depiction of hope and friendship and redemption.The only other movie I have ever seen that effects me as strongly is To Kill a Mockingbird. Both movies leave me feeling cleaner for having watched them.I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, ""Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better."" At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever"	10
 It okay	I dont Know why im here but the movie is okay can i Please watch My series now	8
 Eternal classic	The film more than twenty years ago still looks impressive.	9
 Movie was amazing	Because where they shot the movie I went in the building when I was younger and it was pretty cool because you got To see all the steel sell doors	10
 best movie	Best movie everThis is simply one of the best films ever made	10
 The Best ever!	My Favorited movie based on Steven King novel ever!	10
 good	"I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, ""Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better."" At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other."	7
 The best	After a long time, it's still the best movie everIn the drama genre, I enjoyed the most memorable motive	10
 Best film in the world cinema ever made.	Shawshank redemption is a epic movie in the history of cinema. It can be watched infinite times. The friendship,hopes of redemption is put together nicely. The background are stunning. The places in the film are exceptionally marvelous which takes you to another world.No other film in the world has this much message. It should have won more than 7 oscars. hypocrisy of OscarUltimately the best movie.	10
 I AM SETTING UP	I love this app! It is too fun! I love to get movies seen! I love going to the movies!	8
 Masterpiece	Shawshank Redemption is a masterpiece. The film is constructed so amazingly i can't seem to find a flaw10/10	10
 Best Movie Ever Made	By Far The Best Movie Ever Made. Fantastic. Love Every Second	10
 Favourite Oldie	A film you can watch over and over. i watch at least once a year.	9
 Best movie ever ??	"Definitely a really good movie but not the best. I don""t really feel like to watch this movie again and again, I believe people rates effect each others that's why it is going stay as number 1 forever."	8
 HE ESCAPEDDDD!1	WOOOWW, THAT WAS SOOO COOOOL, I LIKED IT VERYYY MUCHH.	8
 great movie	It is a simple film, yet it has an everlasting message. Frank Darabont didn't need to put any kind of outlandish special effects to get us to love this film, the narration and the acting does that for him.	10
 Mind-blowing!	Beautifully portrayed the entire script. Especially the last part. Every single detail is on point. You're gonna be on the edge of your seat throughout the movie. Great storytelling, great direction, and obviously great actors.	
 Top Rated For a Reason	I originally rated this film 9/10, but then I thought about it and I can't really think of anything wrong with it. I love Stephen King, and every single actor in this movie was phenomenal! It is definitely the top rated film on IMDb FOR A REASON!!!	10
 Film is amazing	Film all scene is extremely and amazing !The Shawshank Redemption(1994)My raiting 10/10	10
 Classic	One of the greatest movies of all time. Freeman and Robbins were amazing. One of Kings best stories to film. Must see!	9
 Great	Movie to watch over and over and over again for life.	
 Absolutely Fabulous	Without a doubt the best movie ever made. Not one single flaw in all of the categories. I wish I could watch this everyday like it is my first time...Thank you to all cast and crew. I miss my friend...	10
 When it rains,	It pours...This is a movie made of mana.Watch it or don't watch it, the choice is yours.	10
 One fine movie	I think there is nothing that hasn't been said about that movie.Its a great masterpiece!	10
 not criticism	The film is so good, and since the thousand nine hundred and ninety-four beautiful films like this one couldn't be done even today.	10
 Great film	I really like the movie and all the edits about it. I recommend this to everyone who likes a great film	9
 ties for the movie i have ever seen	"Why do I want to write the 234th comment on The Shawshank Redemption? I am not sure - almost everything that could be possibly said about it has been said. But like so many other people who wrote comments, I was and am profoundly moved by this simple and eloquent depiction of hope and friendship and redemption.The only other movie I have ever seen that effects me as strongly is To Kill a Mockingbird. Both movies leave me feeling cleaner for having watched them.I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, ""Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better."" At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made. They may have the best technique or be the most influential motion pictures ever made, but not the best. The best movies are ones that touch the soul. It takes a movie like The Shawshank Redemption to touch the soul."	6
 Amazing	One of the best story lines in movie history. Morgan Freeman was probably one of the only few that could of gave the best narrations for this film. This emotional and impactful film will have you remembering famous lines and scenes.	10
 this is the best		10
 He shines when it is his time to go back	"He shines when it is his time to go back into the world, only to find that the world grew up so fast he never even got a chance to blink. Stephen King's story is brought to the screen with great elegance and excitement. It is an extraordinary motion that people ""will"" be talking about in 50 or 100 years."	10
 A solid Stephen King adaptation	Personally I do not think this title deserves a spot on the first place of the top 250 movies list, but it was an enjoyable feel good movie nonetheless.	7
 amazing amazing	Sueperb fantastic, perfect screenplay, prefect direction, all actors performed very well, i am glad to see this film and amazed	9
 A Motivational movie	Those who fed up with their life once saw this movie may their motivation can be rejuvenate.	6
 review summary	"One of the finest films made in recent years. It's a poignant story about hope. Hope gets me. That's what makes a film like this more than a movie. It tells a lesson about life. Those are the films people talk about 50 or even 100 years from you. It's also a story for freedom. Freedom from isolation, from rule, from bigotry and hate. Freeman and Robbins are majestic in their performances. Each learns from the other. Their relationship is strong and you feel that from the first moment they make contact with one another. There is also a wonderful performance from legend James Whitmore as Brooks.He shines when it is his time to go back into the world, only to find that the world grew up so fast he never even got a chance to blink. Stephen King's story is brought to the screen with great elegance and excitement. It is an extraordinary motion that people ""will"" be talking about in 50 or 100 years."	7
 What it feels to be Human again	"When the VOICE of the Century - ""Morgan Freeman"" is narrating a feel good story, that digs out all the hidden emotions inside of you, you only wonder, WOULD HOLLYWOOD Ever make a movie like this again !!!"	10
 Fantastic movie	One of a kind, great watch, this movie will withstand the sands of time until it is no more.Great performance and fantastic lines, there has not been a movie like this before and never will be.	10
 Hope	I liked this movie, so inspiringmany quotes I've written from it	9
 Good movie	A very touching movie that will make see things in whole. .new outlook on life	6
 US Lawyer is sent to Shawshank prison for life, charts his experiences, friendships and influences on the prison whilst maintaining his innocence.	This movie is based on a novella by Stephen King, but don't let that put you off. It's not a horror film, rather a thumpingly good ode to friendship, hope, wit, wiles and wisdom, brimming with crackling characters and topped with the most twisteroo of twists since The Crying Game. Found guilty of killing his unfaithful wife and her lover in a fit of passion, sullen accountant Andy Dufresne (Robbins, casting off his goofball image to display more layers than the proverbial onion) is shipped to the gothic wind-swept corridors of the Shawshank State Prison for life. It is here the movie gracefully unfolds. With a beautifully rounded script, writer/director Darabont conjures up a spellbinding personal odyssey stretching through the years from 1946 to 1967.Dufresne, all the while protesting his innocence, slowly overcomes the hellfire tortures of the prison system - an unblinking range of beatings, rapings and abject humiliations - while managing to inspire his fellow inmates to lift their degraded horizons. Among them is Red (Freeman, in a matchless supporting role), the lifer who can, given time, provide virtually anything. And for reasons best known to himself, Dufresne requires 40s starlet Rita Hayworth, provisioned in poster form.The mood swings rigorously through every emotion as the cranky, wiseguy and downright crazed array of criminals bare the brunt of the turbulent life within the doomy Shawshank catacomb. Then it gets really mean, gearing up for its injury-time shockers. Dufresne, a whiz with figures, is bullied into running the warden's (Gunton) petty accounting scams, giving him the chance to execute his and the film's final, greatest miracle.If you're miserable enough to look for gripes then, yes, it does drift on too long and who needs prison buggery again? Yet the ending has such poetic completeness you're too busy contentedly chuckling to worry about sore behinds. This may have confounded American audiences - it flopped big-time on planet Yank - but a more divine movie experience you will not find this side of Oscardom. Spread the word.	8
 perfect film	I very like this film because flashback to my life at the home wite my girlsfrend	10
 wow what a film	That was ggreat. I really liked all of it. Really hit the haertstrings	9
 It deserves its ranking, almost	"This is without doubt one of the best movies! And what makes it great is also what makes me somewhat ""unhappy"" with this film. This is a film best enjoyed the very first time you watch it."	9
 wow	Wow it was so cool and i like it even it an old movie	
 The movie	One of the rare movies I come back to watch after and after....	10
 The Meaning of a Cinematic Masterpiece		10
 Masterpiece	This is a masterpiece. Great movie and plot. Very deep and well written characters	10
 The bestest crime drama movie ever	Don't waste your time reading this review and go watch the movie	10
 The Shawshank Redemption	"This movie is not your ordinary Hollywood flick. It has a great and deep message. This movie has a foundation and just kept on being built on from their and that foundation is hope.Other than just the message of this movie the acting was phenomenal. Tim Robbins gave one of the greatest performances ever. He was inspiring, intelligent and most of all positive. His performance just made me smile. Robbins plays Andy Dufresne who was wrongfully convicted of murdering his wife and her lover. He is gets to life sentences but yet never gives up hope. In he becomes friends with Ellis Boyd ""Red"" Redding played by Morgan Freeman. Freeman who gives the finest performance of his career has unlike Robbins lost hope. He is in deep regret of the crime that he committed. His way of deflecting the pain away is by trying to not feel anything at all. With his friendship with Andy he learns that without our hopes and dreams we have nothing. Andy also becomes friends with the rest of Red's group. James Whitmore also gave a great performance as Brooks Halten who gets out of prison parole but in the words of Red he has been ""institutionalized"".The directing by Frank Darabont was just magnificent. He kept this movie at a great steady pace along with the writing and great cinematography. He portrayed prison life in such a horrifying way, but not in terms of the physical pain but the stress and pain that wares mentally on the inmates, some of which deserve a second chance.Whatever you do, don't listen to the people who say this movie is overrated because this is one of the most inspiring and greatest movies ever. It has everything you could possibly want."	10
 One of the most ive watched movies !	It dont matter how many times i watch and i still feel like its the first time im watching :) just great! I think most of you knows what i mean by that. Great by means	10
 no fear	This movie has a grea message.tim robbins gave one of the greatest performance ever.	6
 Morgan Freeman!	The best lovie ever made! Morgan Freeman forever. A+++++++++	10
 Amazingly structured and captivating.	One of film industries classics and one that you can watch repeatedly.I admit I have watched Shawshank over 50 times and it is definitely a masterpiece.Every actor has a defined fantastic role and I have great respect for the producers who picked the actors for their specific roles.Would have been nice to see a Shawshank 2	10
 What a classic!!!	Brilliant movie,I'm so glad I can see on a big screen at cinema. Marvellous and how interesting,also the cast just a fab . Highly recommended to watch	10
 One of the Greatest Films Ever Made	This is by far the best character drama I have seen. The acting is believable and powerful, the shots are perfectly framed, the story is interesting and keeps you hooked, and the comedy, while in short supply, is appropriately dark. Andy Dufresne is a relatable protagonist, and thus it is easy to connect with his struggles, and understand how he feels about being thrown into the life of a convicted criminal. Morgan Freeman and Tim Robbins give us incredible performances, along with everyone else in the movie. On top of that, the ending is one of the best ever put on screen. I would recommend this film to everyone who likes the industry, and consider it a must-see cinematic classic.	10
 Amazing movie	Awesome movie. I like the story and all characters and also the technical aspects.	10
 This movie is why I wanna become a actor	This great word is spoken in this movie the facts of life and all I'm watching again great movie the Shawshank redemption is the best movies	9
 Great.	One the All time greats! I watch this movie every time it's on. Luv Morgan Freeman. Must See!	9
 Captivates	Shawshank captivates human emotion on a deep level. The characters are believable and deep, the story is immersive and captivating, and it is long enough to truly paint a canvass. The performances are powerful and true. I do believe this to be one of the ten to fifteen truly timeless pieces that will never age. It is amazing.Definitely own it.	10
 A Masterpiece In My Eye	One of the best movies with prison theme I've ever seen. It is one of the films that should be watched. I wish we could watch high-quality productions like the Captivity. I thank everyone who contributed to the film.	9
 The best	This film deserves to be at the top,of the list. Career defining roles for Robbins and Freeman. Sometimes the movies that stand the test of time won't win the biggest awards but gain the loyalty of fans for generations. This will be one of them.	10
 1	1knjnbhbhubvuhb ibiuhiuhun ijiojip,p, oijiohouigyug oihohouhuçg iuhuigiygyufuyf	10
 Awesome movie	Great movie worth watching. I recommend. Great effects and good actors.	8
 THE MOVIE!	Simply the best movie you can watch. And this is how the movies should be filmed.	10
 STUUUPPPIIIIDDD		9
 The Best Film	Very Very Good, This is a Film to if watch everydays.	10
 Masterpiece	To me, this will be and stay a masterpiece. The acting is phenomenal and the camera angles and suspense buildup is priceless.	10
 moving movie	Great moving / touching moviegives you proportions regarding life - and relationships between people	9
 Great Movie	A true classic. It had me so emotional. It was really a exceptional depiction of friendship and redemption between two men.	10
 Unbeatable	Not in words to describe Shawshank redemption.....	10
 The Shawshank Redemption is a marvelous story about friendship, salvation and desperation!	"The Shawshank Redemption is easily my favorite Drama movie ever. It is beautifully written and the acting by Morgan Freeman and Tim Robbins is amazing and flawless. This was my first time watching this movie and I absolutely loved it. I was glued to the screen from beginning to end.I found it surprising that Andy escaped Shawshank prison. I thought that he would get parole just like Brooks did, but I was wrong. The amount of time he spent planning his escape was undeniable and fascinating. Andy never lost hope. ""Hope can make a man insane"" is a powerful quote said by Red, but was quickly contradicted by Andy who wrote in his letter for his pal Red that ""Hope is a good thing.""After 40 years in Shawshank prison, Red finally was released. He realized that he has nothing in the outside world and misses his friend Andy. However, he did not commit suicide unlike Brooks, but honored the promise he made to Andy. Andy's quote ""Get busy living or get busy dying"" stayed in Red's head and motivated him to travel to Mexico and see Andy.The iconic shot of Andy with stretched arms and closed eyes in the rain was brilliant and symbolizes freedom. After 19 years in Shawshank prison he escaped and is finally free to do whatever his heart desires.The Shawshank Redemption is empowering and leaves the audience covered in thoughts about the strong message behind the movie. The message the movie conveys is that one should never give up and always have hope.I loved how the movie referenced the book ""The Count of Monte Cristo"" by Alexandre Dumas. While not having the exact same plot, the Shawshank Redemption and the Count of Monte Cristo both share similar aspects. For instance, in both the movie and book the main character escapes from prison.To conclude, this is by far my all time favorite drama movie and understand why it is the top rated movie on IMDB despite being a box office disappointment. For those who have not watched it, I recommend it due to the powerful friendship between Red and Andy. The Shawshank Redemption is in many ways an all time classic movie."	10
 A Masterpiece	The Best Film in Top 250 is One of the Great Films I've ever Seen in this Masterpiece you can find a way for life crisis The Shawshank redemption is a film for Relaxing especially end of it when red came to Andy I Think this sense even better than red's Escape but why many of world people love the film? I Think everyone can enjoy it length of film is 142 mins maybe more for a film with no action sense but I think no one end of it but a question for me is why darabont can't make masterpieces like it and green mile rhythm of movie is an important thing for addressed in the Shawshank redemption rhythm don't tire you and characters are not superstars with more ability than a human Andy could find a way for escape because he was an innocent man and don't kill his wife and prison is a character in this film like green mile maybe you loved like or hate this movie but I am one of the fans of darabont's masterpiece	9
 The best film I have ever seen	I first wathed this movie at 2018. Before that I read many reviewes about this movie. There were both positive and negative. But most of them were positive. Then, when I saw the trailer of film on TV, I decided to see that. So, I saw film and was amazed. Why I havent seen this masterpiece before.Start over. Shawshank Redemption is ideal film. Ideal cast, ideal plot, all what I saw in film was ideal. I cant understand people who dont like film, Is it possible to hate this ? Who knows ?I would recommend you this film, If you still dont see. Bot I am sure you have seen. (I KNOW MY LEXICON IS TOO BAD. IT IS BECOUSE I AM KAZAKH(DONT JUDGE STRICTLY)TANKS)))))	10
 A very rare gem	As someone who loves great movies, I must say this is my first review only because this film deserves every accolade it has received and will receive throughout the years....it is a rare priceless gem, a shining example of film perfection...I don't think I will ever see such a great film ever again in my lifetime. Everything comes together flawlessly in the movie, the actors, the plot, the direction, the cinematography, all of it producing a film for the ages....if Stephen King never writes another word, he and director Frank Darabont have given the world an amazing gift in this film...A sincere thank you just doesn't seem enough but you have my undying gratitude for this movie.	10
 Mr. Darabont ?? I'll pay more!!	This may be decades behind. But after watching this for the 159th time on a censored station, is this the greatest movie ever, period, as well as the one movie you beg for just 5 more minutes of screen. The fade out from the oceanside was perfect. Yet Frank. Just show them playing chess on the boat. Not sure bout all the pieces. Who cares. We would cry with every chess move and surely every drink to freedom. But sure that's what happened anyway.	10
 AWESOME MOVIE	I ALWAYS WATCH IT AND IT CAME TO SLEEP I WAKE HAVING DREAMS ABOUT THE MOVIE LAST NIGHT AND NOT ONLT I WAS IN IT MAKING MY OWN DECSIONS IT GAVE ME ROOM TO INVENT MY OWN PERSON	10
 Good stories are good movies	"Before watching this movie , I red the script and it was as good as the movie which I watched 1 year after it . I now believe ""Alfred Hitchcock"" was right by bringing this fact that "" any good movie has 3 things . A good scrip , a good script and a good script """	10
 the best	Well balanced and well played by the actors of all the film best prison break	10
 Timeless	I've seen this dozens of times, it still moves me. Aside from the compelling characters and story, I've come to appreciate the strong cinematic timing and the narration by Freeman.I have a feeling I'll never be done enjoying this film.	10
 Still the best!	I've seen this movie over 10 times now and it only gets better and deeper! Thank you Frank.D and Mr. King for creating this wonderful story and movie!Best of all time	10
 Undeserving of this placing	This film's acting and attempted realism is most likely the sole reason this film is ranked so highly on the list. The two main roles are good at conveying the proper human emotions during the right scenes. It may be just a personal disliking of the plot itself, but the whole film feels rather drug out, as if the director was trying to look for thing to add in. This movie could have been a lot better if parts were cut from the finished product overall it just feels desperatley stretched.	8
 The movie	This is the movie every director will be jelous for his entire life what more can I say	10
 Ofcourse the best film I have ever seen.	Almost perfect.Every performer has choosen right.An absorbing story and a great director of photography.Great lessons for life.If you only have the chance to watch a movie just watch this one. You will never forget this taste.	10
 Best of the best	This is the kind of movie wich every single person in this world has to see it!	10
 3 minutes, this song is just 3 minutes	3 minutes, minutessong is just 3 minutessong minutesminutes	8
 Best movie I have ever seen	I didn't intend to see this move at all, but some friend suggested this movie to so i started to watch this movie and i liked it so must and recommend it to anyone	10
 best movie i have ever seen	The shawshank redemption is my favorite movie of all time.it deserves to be the highest ranked movie and it will probably be forever.great story, great directing, great actors.this movie hits every emotion possible.it taught me that hope can help everyone to keep going.well done. 10 out of 10	10
 Excellent movie!	Excellent Movie! A must see for everyone! This is one of the best movies you can see even though it's from 1994 (old, but gold)!	9
 Time, patience & loyalty	There is life & humor in it, and warmth in the friendship. There is even excitement & suspense, although not when we expect it. Mostly Its about holding onto a sense of personal worth, despite everything. Its perhaps a little slow in its middle passages, maybe thats part of the idea to give us a sense of the leaden passage of time, before the glory of the final redemption.	10
 Overrated	Too overrated. The only thing going on is: he tried to escape prison. And then what?	6
 The Shawshank Redemption	This movie really helped me think about how the good and bad of humanity can be found in all people. Through the relationships forged and tested, we see how circumstances can influence a person's destiny.	9
 Story about perseverance	One of the best stories about perseverance and friendship in times of despair. A must watch.	10
 Must watch for everyone	Hats off to director and team. Every scene, dialogue can't be missed.	10
